date,number_of_lab_tests,cumulative_number_of_lab_tests,number_of_cases,cumulative_number_of_cases,currently_hospitalized,currently_in_icu,count_hosp_covid_related,count_icu_covid_related,cumulative_number_of_deaths,number_of_deaths,number_of_variants_of_concern,percent_positivity,total_vaccinated,active_cases
2021-01-20,14097,3070626,672,119353,701,121,,,1627,16,4,5.03,7272.0,12049.0
2021-01-21,13042,3083668,642,119995,671,117,,,1642,15,2,5.09,7272.0,11756.0
2021-01-22,10918,3094586,567,120562,649,115,,,1655,13,3,5.52,7272.0,11499.0
2021-01-23,10256,3104842,451,121013,615,111,,,1672,17,2,4.57,7272.0,11252.0
2021-01-24,7203,3112045,358,121371,602,114,,,1684,12,1,5.28,7272.0,11060.0
2021-01-25,8317,3120362,362,121733,593,108,,,1700,16,10,4.48,9876.0,10913.0
2021-01-26,12891,3133253,468,122201,575,109,,,1707,7,1,3.82,10174.0,10239.0
2021-01-27,12336,3145589,473,122674,566,111,,,1716,9,4,4.09,11362.0,9802.0
2021-01-28,11608,3157197,519,123193,561,108,,,1727,11,12,4.63,12672.0,9647.0
2021-01-29,10396,3167593,388,123581,547,102,,,1735,8,4,3.89,14352.0,9425.0
2021-01-30,8966,3176559,468,124049,527,101,,,1744,9,6,5.45,15648.0,9161.0
2021-01-31,7305,3183864,351,124400,521,102,,,1751,7,5,5.0,16118.0,9144.0
2021-02-01,7913,3191777,280,124680,524,96,,,1760,9,8,3.65,16209.0,9036.0
2021-02-02,13072,3204849,456,125136,500,93,,,1768,8,12,3.66,17191.0,8572.0
2021-02-03,11521,3216370,403,125539,476,92,,,1781,13,12,3.64,18970.0,8270.0
2021-02-04,10002,3226372,394,125933,444,88,,,1786,5,15,4.12,21794.0,8272.0
2021-02-05,10045,3236417,361,126294,423,83,,,1797,11,22,3.78,23268.0,8100.0
2021-02-06,8250,3244667,352,126646,404,80,,,1802,5,7,4.34,25540.0,7971.0
2021-02-07,6196,3250863,268,126914,399,77,,,1810,8,6,4.52,27048.0,7951.0
2021-02-08,7015,3257878,220,127134,397,78,,,1815,5,2,3.31,28991.0,7906.0
2021-02-09,10888,3268766,335,127469,386,75,,,1823,8,13,3.27,32690.0,7553.0
2021-02-10,9976,3278742,348,127817,359,68,,,1831,8,16,3.6,36999.0,7434.0
2021-02-11,8418,3287160,318,128135,332,63,,,1844,13,10,3.85,42162.0,7245.0
2021-02-12,8079,3295239,301,128436,316,60,,,1851,7,26,3.85,45910.0,7167.0
2021-02-13,7984,3303223,286,128722,313,56,,,1854,3,8,3.81,49166.0,7046.0
2021-02-14,5396,3308619,244,128966,309,55,,,1857,3,4,4.63,50855.0,6995.0
2021-02-15,5239,3313858,260,129226,322,53,,,1862,5,7,5.33,51611.0,7004.0
2021-02-16,7489,3321347,286,129512,325,57,,,1867,5,10,4.07,54024.0,6784.0
2021-02-17,10302,3331649,420,129932,316,53,,,1869,2,8,4.39,56594.0,6655.0
2021-02-18,9386,3341035,331,130263,303,54,,,1875,6,7,3.7,58674.0,6692.0
2021-02-19,8398,3349433,384,130647,289,50,,,1879,4,15,4.8,61519.0,6652.0
2021-02-20,7546,3356979,327,130974,280,54,,,1880,1,19,4.52,63882.0,6621.0
2021-02-21,6074,3363053,268,131242,292,53,,,1884,4,10,4.63,66357.0,6585.0
2021-02-22,6338,3369391,277,131519,293,52,,,1889,5,19,4.48,69362.0,6518.0
2021-02-23,9485,3378876,425,131944,280,58,,,1890,1,24,4.83,73718.0,6369.0
2021-02-24,9232,3388108,404,132348,273,57,,,1893,3,21,4.57,77354.0,6411.0
2021-02-25,9226,3397334,355,132703,272,56,,,1898,5,32,4.05,80620.0,6358.0
2021-02-26,7777,3405111,413,133116,267,50,,,1903,5,32,5.54,82989.0,6382.0
2021-02-27,7523,3412634,301,133417,253,45,,,1905,2,16,4.28,85442.0,6429.0
2021-02-28,5957,3418591,287,133704,262,48,,,1908,3,35,5.1,87695.0,6470.0
2021-03-01,5870,3424461,262,133966,258,50,,,1911,3,14,4.62,88145.0,6562.0
2021-03-02,10364,3434825,400,134366,254,44,,,1915,4,34,3.94,88539.0,6521.0
2021-03-03,9498,3444323,333,134699,247,43,,,1916,1,27,3.7,89094.0,6551.0
2021-03-04,10581,3454904,408,135107,252,41,,,1918,2,38,4.07,89786.0,6524.0
2021-03-05,8149,3463053,335,135442,253,40,,,1921,3,31,4.2,90486.0,6552.0
2021-03-06,8099,3471152,306,135748,244,38,,,1924,3,47,3.93,90824.0,6563.0
2021-03-07,5493,3476645,250,135998,252,34,,,1925,1,33,4.53,90937.0,6867.0
2021-03-08,5445,3482090,250,136248,259,35,,,1930,5,36,4.74,91027.0,6553.0
2021-03-09,10419,3492509,384,136632,248,36,,,1932,2,47,3.79,91138.0,6396.0
2021-03-10,10187,3502696,405,137037,254,37,,,1937,5,73,4.13,91259.0,6391.0
2021-03-11,9921,3512617,447,137484,257,38,,,1941,4,58,4.65,91366.0,6421.0
2021-03-12,8891,3521508,426,137910,254,36,,,1946,5,67,4.99,91470.0,6481.0
2021-03-13,8353,3529861,376,138286,249,36,,,1950,4,64,4.66,91520.0,6534.0
2021-03-14,6635,3536496,364,138650,260,41,,,1954,4,76,5.73,91538.0,6643.0
2021-03-15,6030,3542526,349,138999,259,41,,,1957,3,73,6.09,91593.0,6760.0
2021-03-16,10846,3553372,507,139506,262,42,,,1958,1,113,4.91,91868.0,6728.0
2021-03-17,10957,3564329,516,140022,266,42,,,1958,0,125,4.95,92081.0,6874.0
2021-03-18,11928,3576257,669,140691,271,46,,,1961,3,198,5.78,92378.0,7041.0
2021-03-19,9993,3586250,528,141219,274,47,,,1962,1,128,5.32,92935.0,7386.0
2021-03-20,11433,3597683,544,141763,275,46,,,1965,3,157,5.02,92935.0,7579.0
2021-03-21,7559,3605242,456,142219,280,46,,,1969,4,181,6.2,93236.0,7934.0
2021-03-22,7349,3612591,481,142700,290,52,,,1973,4,173,6.89,93414.0,8144.0
2021-03-23,12853,3625444,677,143377,288,51,,,1975,2,197,5.42,93681.0,8202.0
2021-03-24,14075,3639519,762,144139,289,54,,,1977,2,253,5.51,93910.0,8507.0
2021-03-25,13346,3652865,727,144866,281,57,,,1983,6,216,5.66,94347.0,8811.0
2021-03-26,11533,3664398,655,145521,279,65,,,1987,4,259,5.84,94947.0,9056.0
2021-03-27,11985,3676383,640,146161,275,62,,,1987,0,283,5.57,95452.0,9346.0
2021-03-28,8377,3684760,540,146701,285,62,,,1990,3,250,6.71,96447.0,9681.0
2021-03-29,8101,3692861,622,147323,295,57,,,1992,2,299,7.91,97561.0,9905.0
2021-03-30,13761,3706622,895,148218,291,62,,,1995,3,446,6.66,99378.0,9962.0
2021-03-31,13645,3720267,878,149096,284,59,,,1998,3,443,6.75,101298.0,10340.0
2021-04-01,13292,3733559,1078,150174,288,61,,,1999,1,604,8.64,103926.0,10647.0
2021-04-02,12123,3745682,1065,151239,294,69,,,1999,0,608,9.03,103926.0,11728.0
2021-04-03,11204,3756886,936,152175,296,70,,,2002,3,549,8.69,103926.0,12799.0
2021-04-04,9098,3765984,867,153042,308,76,,,2003,1,502,9.85,103926.0,13747.0
2021-04-05,9179,3775163,930,153972,320,77,,,2003,0,539,10.7,116198.0,12580.0
2021-04-06,14094,3789257,1365,155337,323,78,,,2003,0,834,9.97,123272.0,12810.0
2021-04-07,15245,3804502,1414,156751,333,82,,,2006,3,834,9.61,133401.0,13466.0
2021-04-08,15655,3820157,1533,158284,342,83,,,2011,5,930,10.16,143625.0,14192.0
2021-04-09,14407,3834564,1281,159565,361,85,,,2011,0,788,9.27,154017.0,15066.0
2021-04-10,14919,3849483,1171,160736,381,91,,,2014,3,782,8.23,163532.0,15699.0
2021-04-11,12329,3861812,1096,161832,387,90,,,2019,5,701,9.38,163532.0,16306.0
2021-04-12,11988,3873800,1052,162884,399,88,,,2022,3,693,9.08,176941.0,16867.0
2021-04-13,15777,3889577,1433,164317,416,89,,,2026,4,922,9.34,186156.0,17108.0
2021-04-14,17255,3906832,1649,165966,415,85,,,2030,4,1065,9.83,194012.0,17598.0
2021-04-15,16927,3923759,1606,167572,422,89,,,2032,2,1106,9.89,202841.0,18257.0
2021-04-16,16410,3940169,1501,169073,444,90,,,2034,2,1028,9.49,202841.0,18793.0
2021-04-17,15389,3955558,1474,170547,449,98,,,2037,3,994,10.03,220472.0,19344.0
2021-04-18,12604,3968162,1355,171902,461,100,,,2040,3,923,11.06,220472.0,19975.0
2021-04-19,13195,3981357,1349,173251,487,103,,,2042,2,945,10.59,233340.0,20467.0
2021-04-20,18455,3999812,1729,174980,505,111,,,2047,5,1246,9.74,239277.0,20529.0
2021-04-21,17574,4017386,1841,176821,524,114,,,2052,5,1296,10.86,244527.0,22228.0
2021-04-22,17620,4035006,1672,178493,550,121,,,2059,7,1264,9.88,252422.0,21236.0
2021-04-23,17748,4052754,1512,180005,586,125,,,2064,5,1115,8.78,260231.0,21505.0
2021-04-24,17055,4069809,1446,181451,596,136,,,2070,6,1072,8.75,267195.0,21766.0
2021-04-25,14885,4084694,1492,182943,621,139,,,2076,6,1106,10.41,271490.0,22203.0
2021-04-26,13770,4098464,1547,184490,635,142,,,2079,3,1104,11.58,274289.0,22684.0
2021-04-27,19000,4117464,1835,186325,644,142,,,2085,6,1348,9.97,284870.0,22788.0
2021-04-28,20601,4138065,2069,188394,626,144,,,2091,6,1494,10.19,288595.0,23011.0
2021-04-29,19000,4157065,1996,190390,645,146,,,2094,3,1421,10.76,292765.0,23460.0
2021-04-30,20495,4177560,2411,192801,641,147,,,2099,5,1809,12.16,296290.0,23910.0
2021-05-01,16626,4194186,1701,194502,645,147,,,2102,3,836,10.6,299929.0,24587.0
2021-05-02,15111,4209297,1971,196473,649,145,,,2108,6,950,13.45,300755.0,25006.0
2021-05-03,14601,4223898,1792,198265,668,139,,,2113,5,603,12.51,301398.0,25698.0
2021-05-04,20544,4244442,2282,200547,654,134,,,2113,0,514,11.4,303509.0,25722.0
2021-05-05,19974,4264416,2183,202730,650,134,,,2116,3,483,11.35,305511.0,26258.0
2021-05-06,18955,4283371,1943,204673,641,136,,,2117,1,435,10.74,308027.0,26599.0
2021-05-07,18859,4302230,2050,206723,645,134,,,2120,3,441,11.22,311908.0,26966.0
2021-05-08,15535,4317765,1583,208306,649,140,,,2125,5,371,10.48,314504.0,27263.0
2021-05-09,13991,4331756,1570,209876,675,144,,,2128,3,339,11.79,316357.0,27307.0
2021-05-10,11912,4343668,1511,211387,691,151,,,2133,5,376,13.17,318841.0,27555.0
2021-05-11,17587,4361255,1813,213200,714,156,,,2135,2,375,10.67,319779.0,27117.0
2021-05-12,15295,4376550,1591,214791,704,162,,,2141,6,413,10.72,320751.0,27085.0
2021-05-13,15067,4391617,1485,216276,698,163,,,2147,6,399,10.21,322247.0,26718.0
2021-05-14,12963,4404580,1238,217514,675,166,,,2150,3,315,9.8,325409.0,26010.0
2021-05-15,11885,4416465,1132,218646,651,173,,,2153,3,355,9.81,327063.0,25133.0
2021-05-16,7011,4423476,718,219364,660,169,,,2157,4,243,10.47,328414.0,24423.0
2021-05-17,8103,4431579,918,220282,680,174,,,2162,5,364,11.64,329613.0,23436.0
2021-05-18,10422,4442001,955,221237,673,175,,,2166,4,276,9.34,330602.0,22165.0
2021-05-19,9064,4451065,829,222066,662,168,,,2168,2,281,9.52,332276.0,20971.0
2021-05-20,10178,4461243,756,222822,635,166,,,2173,5,290,7.83,335482.0,19837.0
2021-05-21,9541,4470784,635,223457,609,154,,,2181,8,269,6.95,341610.0,18741.0
2021-05-22,6960,4477744,552,224009,578,152,,,2188,7,199,8.2,347008.0,17672.0
2021-05-23,5096,4482840,447,224456,567,152,,,2196,8,182,9.01,351541.0,16709.0
2021-05-24,4015,4486855,388,224844,560,150,,,2202,6,206,10.21,353292.0,15791.0
2021-05-25,5989,4492844,407,225251,538,147,,,2206,4,209,7.16,354462.0,14270.0
2021-05-26,9032,4501876,540,225791,528,143,,,2208,2,437,6.2,357963.0,13151.0
2021-05-27,7711,4509587,537,226328,508,141,,,2215,7,418,7.03,363926.0,12216.0
2021-05-28,6893,4516480,409,226737,472,134,,,2220,5,295,6.12,372151.0,11483.0
2021-05-29,6593,4523073,397,227134,441,132,,,2223,3,313,6.16,381015.0,10688.0
2021-05-30,4413,4527486,259,227393,437,125,,,2227,4,203,5.98,388200.0,10292.0
2021-05-31,4120,4531606,213,227606,436,119,,,2229,2,166,5.53,391175.0,9873.0
2021-06-01,8361,4539967,430,228036,435,117,,,2232,3,347,5.76,397209.0,8999.0
2021-06-02,6811,4546778,309,228345,407,115,,,2243,11,248,4.62,406712.0,8536.0
2021-06-03,5815,4552593,241,228586,375,105,,,2245,2,183,4.04,429489.0,8067.0
2021-06-04,6873,4559466,298,228884,367,99,,,2246,1,245,4.79,466269.0,7658.0
2021-06-05,5337,4564803,232,229116,362,92,,,2247,1,184,4.57,502833.0,7317.0
2021-06-06,4026,4568829,159,229275,351,91,,,2251,4,122,3.95,529502.0,7130.0
2021-06-07,3444,4572273,141,229416,338,83,,,2254,3,105,4.21,545853.0,6955.0
2021-06-08,8549,4580822,319,229735,332,81,,,2256,2,262,3.9,573211.0,6682.0
2021-06-09,5492,4586314,171,229906,309,80,,,2261,5,121,3.15,598139.0,6460.0
2021-06-10,6678,4592992,178,230084,297,76,,,2266,5,126,2.8,634774.0,6072.0
